작성일,진행상황,카테고리,제목,링크,등록부서,조회수
2025.06.20,N/A,봉사,월남전 참전 용사 장수사진 촬영 봉사자 모집(~6/23),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%EC%9B%94%EB%82%A8%EC%A0%84-%EC%B0%B8%EC%A0%84-%EC%9A%A9%EC%82%AC-%EC%9E%A5%EC%88%98%EC%82%AC%EC%A7%84-%EC%B4%AC%EC%98%81-%EB%B4%89%EC%82%AC%EC%9E%90-%EB%AA%A8%EC%A7%916-23-2&keyword,사회공헌팀,601
2025.06.20,완료,채용,2025년 7월 각 군 현역병 모집계획,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=2025%EB%85%84-7%EC%9B%94-%EA%B0%81-%EA%B5%B0-%ED%98%84%EC%97%AD%EB%B3%91-%EB%AA%A8%EC%A7%91%EA%B3%84%ED%9A%8D&keyword,웹마스터,595
2025.06.20,N/A,학사,2025학년도 2학기 차세대반도체 혁신융합대학 간  학점교류 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%B0%A8%EC%84%B8%EB%8C%80%EB%B0%98%EB%8F%84%EC%B2%B4-%ED%98%81%EC%8B%A0%EC%9C%B5%ED%95%A9%EB%8C%80%ED%95%99-%EA%B0%84-%ED%95%99%EC%A0%90%EA%B5%90&keyword,혁신융합대학사업단,1337
2025.06.20,완료,봉사,2025학년도 사회봉사인증 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=2025%ED%95%99%EB%85%84%EB%8F%84-%EC%82%AC%ED%9A%8C%EB%B4%89%EC%82%AC%EC%9D%B8%EC%A6%9D-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B4&keyword,사회공헌팀,625
2025.06.20,완료,봉사,동작효도콜콘서트 자원봉사자 모집(~6/25),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%EB%8F%99%EC%9E%91%ED%9A%A8%EB%8F%84%EC%BD%9C%EC%BD%98%EC%84%9C%ED%8A%B8-%EC%9E%90%EC%9B%90%EB%B4%89%EC%82%AC%EC%9E%90-%EB%AA%A8%EC%A7%916-25&keyword,사회공헌팀,491
2025.06.20,완료,봉사,2025학년도 하계[제31기] 대학생 재능봉사 캠프 대학생 멘토 모집 (~6/26),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=2025%ED%95%99%EB%85%84%EB%8F%84-%ED%95%98%EA%B3%84%EC%A0%9C31%EA%B8%B0-%EB%8C%80%ED%95%99%EC%83%9D-%EC%9E%AC%EB%8A%A5%EB%B4%89%EC%82%AC-%EC%BA%A0%ED%94%84-%EB%8C%80%ED%95%99%EC%83%9D-%EB%A9%98&keyword,사회공헌팀,1010
2025.06.20,완료,채용,현대자동차 장애인 특별채용 공고,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%ED%98%84%EB%8C%80%EC%9E%90%EB%8F%99%EC%B0%A8-%EC%9E%A5%EC%95%A0%EC%9D%B8-%ED%8A%B9%EB%B3%84%EC%B1%84%EC%9A%A9-%EA%B3%B5%EA%B3%A0&keyword,장애학생지원팀,470
2025.06.19,완료,비교과·행사,[한국기독교문화연구원] ‘서울시 희망의 인문학’ 교육 프로그램 개강 및 특강 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%ED%95%9C%EA%B5%AD%EA%B8%B0%EB%8F%85%EA%B5%90%EB%AC%B8%ED%99%94%EC%97%B0%EA%B5%AC%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%ED%9D%AC%EB%A7%9D%EC%9D%98-%EC%9D%B8%EB%AC%B8%ED%95%99-%EA%B5%90%EC%9C%A1&keyword,한국기독교문화연구원,490
2025.06.19,N/A,외국인유학생,제 102회 TOPIK 단체접수 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%EC%A0%9C-102%ED%9A%8C-topik-%EB%8B%A8%EC%B2%B4%EC%A0%91%EC%88%98-%EC%95%88%EB%82%B4&keyword,국제팀,668
2025.06.19,완료,학사,2025-여름계절제 2차 폐강과목 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=2025-%EC%97%AC%EB%A6%84%EA%B3%84%EC%A0%88%EC%A0%9C-2%EC%B0%A8-%ED%8F%90%EA%B0%95%EA%B3%BC%EB%AA%A9-%EC%95%88%EB%82%B4&keyword,학사팀,2069
2025.06.18,완료,장학,★2025학년도 하계방학 국가근로(교외근로) 선발 결과 및 오리엔테이션 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%E2%98%852025%ED%95%99%EB%85%84%EB%8F%84-%ED%95%98%EA%B3%84%EB%B0%A9%ED%95%99-%EA%B5%AD%EA%B0%80%EA%B7%BC%EB%A1%9C%EA%B5%90%EC%99%B8%EA%B7%BC%EB%A1%9C-%EC%84%A0%EB%B0%9C-%EA%B2%B0%EA%B3%BC-%EB%B0%8F&keyword,장학팀,1600
2025.06.18,N/A,채용,숭실대학교 학생처 진로취업센터 공공인재양성반 계약직 직원 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%ED%95%99%EC%83%9D%EC%B2%98-%EC%A7%84%EB%A1%9C%EC%B7%A8%EC%97%85%EC%84%BC%ED%84%B0-%EA%B3%B5%EA%B3%B5%EC%9D%B8%EC%9E%AC%EC%96%91%EC%84%B1%EB%B0%98&keyword,총무·인사팀,1053
2025.06.17,완료,장학,2025년 2학기 한국농어촌희망재단 청년창업농장학금 장학생 선발 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=2025%EB%85%84-2%ED%95%99%EA%B8%B0-%ED%95%9C%EA%B5%AD%EB%86%8D%EC%96%B4%EC%B4%8C%ED%9D%AC%EB%A7%9D%EC%9E%AC%EB%8B%A8-%EC%B2%AD%EB%85%84%EC%B0%BD%EC%97%85%EB%86%8D%EC%9E%A5%ED%95%99%EA%B8%88-%EC%9E%A5&keyword,장학팀,728
2025.06.17,N/A,채용,숭실대학교 시설팀 계약직 직원 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=33&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EC%8B%9C%EC%84%A4%ED%8C%80-%EA%B3%84%EC%95%BD%EC%A7%81-%EC%A7%81%EC%9B%90-%EB%AA%A8%EC%A7%91&keyword,총무·인사팀,624
2025.06.17,완료,장학,2025년 부마민주항쟁기념재단 장학생 모집 공고,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025%EB%85%84-%EB%B6%80%EB%A7%88%EB%AF%BC%EC%A3%BC%ED%95%AD%EC%9F%81%EA%B8%B0%EB%85%90%EC%9E%AC%EB%8B%A8-%EC%9E%A5%ED%95%99%EC%83%9D-%EB%AA%A8%EC%A7%91-%EA%B3%B5%EA%B3%A0&keyword,장학팀,691
2025.06.17,완료,장학,2025년 충청남도평생교육인재육성진흥원 장학생 선발 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025%EB%85%84-%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%ED%8F%89%EC%83%9D%EA%B5%90%EC%9C%A1%EC%9D%B8%EC%9E%AC%EC%9C%A1%EC%84%B1%EC%A7%84%ED%9D%A5%EC%9B%90-%EC%9E%A5%ED%95%99%EC%83%9D-%EC%84%A0%EB%B0%9C&keyword,장학팀,562
2025.06.17,완료,기타,2025년 장애인을 위한 영화관 동시관람 장비 도입 지원 사업 서포터즈 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025%EB%85%84-%EC%9E%A5%EC%95%A0%EC%9D%B8%EC%9D%84-%EC%9C%84%ED%95%9C-%EC%98%81%ED%99%94%EA%B4%80-%EB%8F%99%EC%8B%9C%EA%B4%80%EB%9E%8C-%EC%9E%A5%EB%B9%84-%EB%8F%84%EC%9E%85-%EC%A7%80%EC%9B%90&keyword,장애학생지원팀,522
2025.06.16,완료,채용,스포츠학부 교육연구조교 모집 공고,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=%EC%8A%A4%ED%8F%AC%EC%B8%A0%ED%95%99%EB%B6%80-%EA%B5%90%EC%9C%A1%EC%97%B0%EA%B5%AC%EC%A1%B0%EA%B5%90-%EB%AA%A8%EC%A7%91-%EA%B3%B5%EA%B3%A0-15&keyword,웹마스터,568
2025.06.16,완료,국제교류,2025-2학기 교환/방문학생 및 복수학위생  ‘김용헌·방경숙 글로벌 인재 양성 장학금’ 모집 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025-2%ED%95%99%EA%B8%B0-%EA%B5%90%ED%99%98-%EB%B0%A9%EB%AC%B8%ED%95%99%EC%83%9D-%EB%B0%8F-%EB%B3%B5%EC%88%98%ED%95%99%EC%9C%84%EC%83%9D-%EA%B9%80%EC%9A%A9%ED%97%8C%C2%B7%EB%B0%A9%EA%B2%BD&keyword,국제팀,1343
2025.06.16,완료,비교과·행사,2025 프로그래밍 중급 및 고급 교육과정 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EC%A4%91%EA%B8%89-%EB%B0%8F-%EA%B3%A0%EA%B8%89-%EA%B5%90%EC%9C%A1%EA%B3%BC%EC%A0%95-%EC%95%88%EB%82%B4&keyword,공학교육혁신팀,1007
2025.06.16,완료,외국인유학생,2025-2학기 숭실글로벌장학금(TOPIK 우수자) 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025-2%ED%95%99%EA%B8%B0-%EC%88%AD%EC%8B%A4%EA%B8%80%EB%A1%9C%EB%B2%8C%EC%9E%A5%ED%95%99%EA%B8%88topik-%EC%9A%B0%EC%88%98%EC%9E%90-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B4&keyword,국제팀,931
2025.06.13,완료,학사,2025학년도 여름계절제 졸업예정자 대상 조기 취업자의 출석 대체 인정 제도 안내(학사과정),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025%ED%95%99%EB%85%84%EB%8F%84-%EC%97%AC%EB%A6%84%EA%B3%84%EC%A0%88%EC%A0%9C-%EC%A1%B8%EC%97%85%EC%98%88%EC%A0%95%EC%9E%90-%EB%8C%80%EC%83%81-%EC%A1%B0%EA%B8%B0-%EC%B7%A8%EC%97%85%EC%9E%90%EC%9D%98&keyword,학사팀,2634
2025.06.13,완료,교원채용,2025학년도 2학기 숭실대학교 강사 및 겸임교수 채용 공고,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EA%B0%95%EC%82%AC-%EB%B0%8F-%EA%B2%B8%EC%9E%84%EA%B5%90%EC%88%98-%EC%B1%84%EC%9A%A9-%EA%B3%B5&keyword,교무팀,14810
2025.06.13,완료,봉사,2025학년도 푸른등대 NH농협은행 대학생 재능봉사 캠프 대학생 멘토 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025%ED%95%99%EB%85%84%EB%8F%84-%ED%91%B8%EB%A5%B8%EB%93%B1%EB%8C%80-nh%EB%86%8D%ED%98%91%EC%9D%80%ED%96%89-%EB%8C%80%ED%95%99%EC%83%9D-%EC%9E%AC%EB%8A%A5%EB%B4%89%EC%82%AC-%EC%BA%A0%ED%94%84&keyword,사회공헌팀,1314
2025.06.13,N/A,외국인유학생,서울글로벌센터 비즈니스 한국어 2기 참여자 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=%EC%84%9C%EC%9A%B8%EA%B8%80%EB%A1%9C%EB%B2%8C%EC%84%BC%ED%84%B0-%EB%B9%84%EC%A6%88%EB%8B%88%EC%8A%A4-%ED%95%9C%EA%B5%AD%EC%96%B4-2%EA%B8%B0-%EC%B0%B8%EC%97%AC%EC%9E%90-%EB%AA%A8%EC%A7%91&keyword,국제팀,944
2025.06.13,N/A,외국인유학생,중소벤처기업부’K-수출전사 아카데미’ 제 2기 수강생 모집 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=%EC%A4%91%EC%86%8C%EB%B2%A4%EC%B2%98%EA%B8%B0%EC%97%85%EB%B6%80k-%EC%88%98%EC%B6%9C%EC%A0%84%EC%82%AC-%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8-%EC%A0%9C-2%EA%B8%B0-%EC%88%98%EA%B0%95%EC%83%9D&keyword,국제팀,961
2025.06.13,완료,장학,"2025학년도 1학기 특별장학금(주거비, 교통비, 근면숭실, 공인어학시험) 선발 안내",https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2025%ED%95%99%EB%85%84%EB%8F%84-1%ED%95%99%EA%B8%B0-%ED%8A%B9%EB%B3%84%EC%9E%A5%ED%95%99%EA%B8%88%EC%A3%BC%EA%B1%B0%EB%B9%84-%EA%B5%90%ED%86%B5%EB%B9%84-%EA%B7%BC%EB%A9%B4%EC%88%AD%EC%8B%A4&keyword,장학팀,2678
2025.06.13,완료,국제교류,2026-1학기 파견 교환ㆍ방문학생 프로그램 참가자 모집 안내 (1차),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2026-1%ED%95%99%EA%B8%B0-%ED%8C%8C%EA%B2%AC-%EA%B5%90%ED%99%98%E3%86%8D%EB%B0%A9%EB%AC%B8%ED%95%99%EC%83%9D-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%B0%B8%EA%B0%80%EC%9E%90-%EB%AA%A8%EC%A7%91&keyword,국제팀,3235
2025.06.13,완료,국제교류,2026-1학기 복수(공동)학위 프로그램 참가자 모집 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=34&slug=2026-1%ED%95%99%EA%B8%B0-%EB%B3%B5%EC%88%98%EA%B3%B5%EB%8F%99%ED%95%99%EC%9C%84-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%B0%B8%EA%B0%80%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%95%88%EB%82%B4&keyword,국제팀,1165
2025.06.13,완료,채용,[금일 마감] 2025-2학기 학생처 학생서비스팀 교육연구조교 모집안내(~6.13.(금)),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=2025-2%ED%95%99%EA%B8%B0-%ED%95%99%EC%83%9D%EC%B2%98-%ED%95%99%EC%83%9D%EC%84%9C%EB%B9%84%EC%8A%A4%ED%8C%80-%EA%B5%90%EC%9C%A1%EC%97%B0%EA%B5%AC%EC%A1%B0%EA%B5%90-%EB%AA%A8%EC%A7%91%EC%95%88%EB%82%B4&keyword,학생서비스팀,9976
2025.06.12,완료,교직,2025년 제3차 평생교육사 자격증 발급 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=2025%EB%85%84-%EC%A0%9C3%EC%B0%A8-%ED%8F%89%EC%83%9D%EA%B5%90%EC%9C%A1%EC%82%AC-%EC%9E%90%EA%B2%A9%EC%A6%9D-%EB%B0%9C%EA%B8%89-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B4&keyword,교직팀,1479
2025.06.12,완료,비교과·행사,차세대반도체학과 하계 워크숍 본 신청 접수 안내(기한연장),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=90312&keyword,혁신융합대학사업단,1537
2025.06.12,완료,장학,[차세대반도체학과] 25-1학기 차세대반도체학과 성적 우수 장학금 신청 안내(신청 기간: 7/7~7/9),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%EC%B0%A8%EC%84%B8%EB%8C%80%EB%B0%98%EB%8F%84%EC%B2%B4%ED%95%99%EA%B3%BC-25-1%ED%95%99%EA%B8%B0-%EC%B0%A8%EC%84%B8%EB%8C%80%EB%B0%98%EB%8F%84%EC%B2%B4%ED%95%99%EA%B3%BC-%EC%84%B1%EC%A0%81-%EC%9A%B0&keyword,혁신융합대학사업단,1840
2025.06.12,완료,채용,(~6/30)사회복지학부 교육연구조교 채용 (2명),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=6-20%EC%82%AC%ED%9A%8C%EB%B3%B5%EC%A7%80%ED%95%99%EB%B6%80-%EA%B5%90%EC%9C%A1%EC%97%B0%EA%B5%AC%EC%A1%B0%EA%B5%90-%EC%B1%84%EC%9A%A9-2%EB%AA%85&keyword,사회과학대학 교학팀,1647
2025.06.12,완료,봉사,[사당복지관] 사당마을장학회 장학기금 마련 바자회 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%EC%82%AC%EB%8B%B9%EB%B3%B5%EC%A7%80%EA%B4%80-%EC%82%AC%EB%8B%B9%EB%A7%88%EC%9D%84%EC%9E%A5%ED%95%99%ED%9A%8C-%EC%9E%A5%ED%95%99%EA%B8%B0%EA%B8%88-%EB%A7%88%EB%A0%A8-%EB%B0%94%EC%9E%90%ED%9A%8C&keyword,사회공헌팀,1626
2025.06.12,N/A,비교과·행사,[대학일자리플러스사업단] 2025학년도 숭실대학교 선배멘토링,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%EB%8C%80%ED%95%99%EC%9D%BC%EC%9E%90%EB%A6%AC%ED%94%8C%EB%9F%AC%EC%8A%A4%EC%82%AC%EC%97%85%EB%8B%A8-2025%ED%95%99%EB%85%84%EB%8F%84-%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EC%84%A0%EB%B0%B0&keyword,진로취업센터,1807
2025.06.12,완료,장학,★2025학년도 1학기 United Board(UB:프린스) 장학생 선발,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%E2%98%852025%ED%95%99%EB%85%84%EB%8F%84-1%ED%95%99%EA%B8%B0-united-boardub%ED%94%84%EB%A6%B0%EC%8A%A4-%EC%9E%A5%ED%95%99%EC%83%9D-%EC%84%A0%EB%B0%9C&keyword,장학팀,2317
2025.06.12,완료,장학,★2025학년도 1학기 United Board(UB:조지새넌매쿤) 장학생 선발,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%E2%98%852025%ED%95%99%EB%85%84%EB%8F%84-1%ED%95%99%EA%B8%B0-united-boardub%EC%A1%B0%EC%A7%80%EC%83%88%EB%84%8C%EB%A7%A4%EC%BF%A4-%EC%9E%A5%ED%95%99%EC%83%9D-%EC%84%A0%EB%B0%9C&keyword,장학팀,2172
2025.06.11,완료,기타,[관리처] 에너지 절약 캠페인 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%EA%B4%80%EB%A6%AC%EC%B2%98-%EC%97%90%EB%84%88%EC%A7%80-%EC%A0%88%EC%95%BD-%EC%BA%A0%ED%8E%98%EC%9D%B8-%EC%95%88%EB%82%B4&keyword,관리팀,2609
2025.06.11,N/A,채용,숭실대학교 법무팀 계약직 직원 채용,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EB%B2%95%EB%AC%B4%ED%8C%80-%EA%B3%84%EC%95%BD%EC%A7%81-%EC%A7%81%EC%9B%90-%EC%B1%84%EC%9A%A9&keyword,총무·인사팀,3236
2025.06.10,완료,국제교류,프랑스 ISMAC Business School France 교환학생 프로그램 온라인 설명회 참가자 모집 안내 (한국어 진행),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%ED%94%84%EB%9E%91%EC%8A%A4-ismac-business-school-france-%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%98%A8%EB%9D%BC%EC%9D%B8-%EC%84%A4%EB%AA%85%ED%9A%8C-%EC%B0%B8&keyword,국제팀,3558
2025.06.10,N/A,기타,차세대반도체학과 다전공 설명회 개최(사전등록 기간 연장: ~6/17(화) 14시까지),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%EC%B0%A8%EC%84%B8%EB%8C%80%EB%B0%98%EB%8F%84%EC%B2%B4%ED%95%99%EA%B3%BC-%EB%8B%A4%EC%A0%84%EA%B3%B5-%EC%84%A4%EB%AA%85%ED%9A%8C-%EA%B0%9C%EC%B5%9C6-18&keyword,혁신융합대학사업단,3332
2025.06.10,완료,비교과·행사,"[중앙도서관] 도전! 벽돌책 격파 챌린지 참가자 모집(~6/23, 월)",https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=%EB%8F%84%EC%A0%84-%EB%B2%BD%EB%8F%8C%EC%B1%85-%EA%B2%A9%ED%8C%8C-%EC%B1%8C%EB%A6%B0%EC%A7%80-%EC%B0%B8%EA%B0%80%EC%9E%90-%EB%AA%A8%EC%A7%916-23-%EC%9B%94&keyword,중앙도서관,3758
2025.06.10,N/A,채용,2025-2학기 숭실학술원 교육연구조교B 채용 공고 (1명),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=35&slug=2025-2%ED%95%99%EA%B8%B0-%EC%88%AD%EC%8B%A4%ED%95%99%EC%88%A0%EC%9B%90-%EA%B5%90%EC%9C%A1%EC%97%B0%EA%B5%AC%EC%A1%B0%EA%B5%90b-%EC%B1%84%EC%9A%A9-%EA%B3%B5%EA%B3%A0-1%EB%AA%85&keyword,숭실평화통일연구원,3806
2025.06.10,N/A,외국인유학생,[교외행사] 2025 지속가능발전목표 청년 여름캠프 (국적무관),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=36&slug=%EA%B5%90%EC%99%B8%ED%96%89%EC%82%AC-2025-%EC%A7%80%EC%86%8D%EA%B0%80%EB%8A%A5%EB%B0%9C%EC%A0%84%EB%AA%A9%ED%91%9C-%EC%B2%AD%EB%85%84-%EC%97%AC%EB%A6%84%EC%BA%A0%ED%94%84-%EA%B5%AD%EC%A0%81&keyword,국제팀,4559
2025.06.10,N/A,외국인유학생,[교외행사] 2025 대한민국 관광공모전 기념품 부문 일반인 심사위원 모집 (내/외국인),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=36&slug=2025-%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD-%EA%B4%80%EA%B4%91%EA%B3%B5%EB%AA%A8%EC%A0%84-%EA%B8%B0%EB%85%90%ED%92%88-%EB%B6%80%EB%AC%B8-%EC%9D%BC%EB%B0%98%EC%9D%B8-%EC%8B%AC%EC%82%AC%EC%9C%84%EC%9B%90&keyword,국제팀,3530
2025.06.09,N/A,채용,숭실대학교 계약직 직원(학교버스 운전기사) 모집_축구단 수송,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=36&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EA%B3%84%EC%95%BD%EC%A7%81-%EC%A7%81%EC%9B%90%ED%95%99%EA%B5%90%EB%B2%84%EC%8A%A4-%EC%9A%B4%EC%A0%84%EA%B8%B0%EC%82%AC-%EB%AA%A8%EC%A7%91&keyword,총무·인사팀,4592
2025.06.09,N/A,학사,2025학년도 1학기 학점포기 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=36&slug=2025%ED%95%99%EB%85%84%EB%8F%84-1%ED%95%99%EA%B8%B0-%ED%95%99%EC%A0%90%ED%8F%AC%EA%B8%B0-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B4&keyword,학사팀,10959
2025.06.09,완료,국제교류,2025 NEAR 청년리더스포럼 참가자 모집 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=36&slug=2025-near-%EC%B2%AD%EB%85%84%EB%A6%AC%EB%8D%94%EC%8A%A4%ED%8F%AC%EB%9F%BC-%EC%B0%B8%EA%B0%80%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%95%88%EB%82%B4&keyword,국제팀,8601
2025.06.09,완료,장학,[한국장학재단] 희망사다리Ⅰ유형 장학생 대상 일자리박람회 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=36&slug=%ED%95%9C%EA%B5%AD%EC%9E%A5%ED%95%99%EC%9E%AC%EB%8B%A8-%ED%9D%AC%EB%A7%9D%EC%82%AC%EB%8B%A4%EB%A6%AC%E2%85%A0%EC%9C%A0%ED%98%95-%EC%9E%A5%ED%95%99%EC%83%9D-%EB%8C%80%EC%83%81-%EC%9D%BC%EC%9E%90&keyword,장학팀,3489
