작성일,진행상황,카테고리,제목,링크,등록부서,조회수
2025.09.08,진행,장학,"★ 2025학년도 2학기 교내장학금 사후지급 일정 안내 (베어드입학우수, 백마성적우수장학금 포함)",https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=%E2%98%85-2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EA%B5%90%EB%82%B4%EC%9E%A5%ED%95%99%EA%B8%88-%EC%82%AC%ED%9B%84%EC%A7%80%EA%B8%89-%EC%9D%BC%EC%A0%95-%EC%95%88%EB%82%B4-%EB%B2%A0&keyword,장학팀,1651
2025.09.05,N/A,학사,2025-2학기 2차 폐강 과목 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=2025-2%ED%95%99%EA%B8%B0-2%EC%B0%A8-%ED%8F%90%EA%B0%95-%EA%B3%BC%EB%AA%A9-%EC%95%88%EB%82%B4&keyword,학사팀,14105
2025.09.05,N/A,비교과·행사,[산학협력진흥팀]  2025학년도 숭실 특허 경진대회 : 신청마감 10/19(일)까지,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=%EC%82%B0%ED%95%99%ED%98%91%EB%A0%A5%EC%A7%84%ED%9D%A5%ED%8C%80-2025%ED%95%99%EB%85%84%EB%8F%84-%EC%88%AD%EC%8B%A4-%ED%8A%B9%ED%97%88-%EA%B2%BD%EC%A7%84%EB%8C%80%ED%9A%8C-%EC%8B%A0%EC%B2%AD&keyword,산학협력진흥팀,525
2025.09.05,완료,비교과·행사,2025학년도 2학기 진로취업센터 공공인재양성반 모집 안내(공인노무사반),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%A7%84%EB%A1%9C%EC%B7%A8%EC%97%85%EC%84%BC%ED%84%B0-%EA%B3%B5%EA%B3%B5%EC%9D%B8%EC%9E%AC%EC%96%91%EC%84%B1%EB%B0%98-%EB%AA%A8%EC%A7%91-%EC%95%88&keyword,진로취업센터,339
2025.09.05,N/A,비교과·행사,[산학협력진흥팀]  2025학년도 숭실 발명아이디어 경진대회 : 신청마감 9/21(일)까지,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=%EC%82%B0%ED%95%99%ED%98%91%EB%A0%A5%EC%A7%84%ED%9D%A5%ED%8C%80-2025%ED%95%99%EB%85%84%EB%8F%84-%EC%88%AD%EC%8B%A4-%EB%B0%9C%EB%AA%85%EC%95%84%EC%9D%B4%EB%94%94%EC%96%B4-%EA%B2%BD%EC%A7%84%EB%8C%80&keyword,산학협력진흥팀,392
2025.09.05,N/A,학사,생성형 AI 안전한 활용을 위한 개인정보 보호 점검 체크리스트,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=%EC%83%9D%EC%84%B1%ED%98%95-ai-%EC%95%88%EC%A0%84%ED%95%9C-%ED%99%9C%EC%9A%A9%EC%9D%84-%EC%9C%84%ED%95%9C-%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4-%EB%B3%B4%ED%98%B8-%EC%A0%90%EA%B2%80-%EC%B2%B4%ED%81%AC&keyword,클라우드운영팀 및 정보보호팀,1151
2025.09.05,진행,국제교류,25학년도 1학기 파견교환 방문학생 대상  학점인정 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=25%ED%95%99%EB%85%84%EB%8F%84-1%ED%95%99%EA%B8%B0-%ED%8C%8C%EA%B2%AC-%EA%B5%90%ED%99%98-%EB%B0%A9%EB%AC%B8%ED%95%99%EC%83%9D-%ED%95%99%EC%A0%90%EC%9D%B8%EC%A0%95-%EC%8B%A0%EC%B2%AD-%EC%95%88&keyword,국제팀,789
2025.09.05,완료,학사,2025-2학기 비전채플 개강 주간 & 지정좌석 조회방법 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=13&slug=2025-2%ED%95%99%EA%B8%B0-%EB%B9%84%EC%A0%84%EC%B1%84%ED%94%8C-%EA%B0%9C%EA%B0%95-%EC%A3%BC%EA%B0%84-%EC%A7%80%EC%A0%95%EC%A2%8C%EC%84%9D-%EC%A1%B0%ED%9A%8C%EB%B0%A9%EB%B2%95-%EC%95%88&keyword,학원선교팀,6444
2025.09.05,N/A,학사,2025-2학기 타 대학 K-MOOC 학점 인정 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025-2%ED%95%99%EA%B8%B0-%ED%83%80-%EB%8C%80%ED%95%99-k-mooc-%ED%95%99%EC%A0%90-%EC%9D%B8%EC%A0%95-%EC%95%88%EB%82%B4&keyword,원격교육지원팀,1906
2025.09.04,완료,비교과·행사,2025 제4회 숭실 반도체의 날 개최 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025-%EC%A0%9C4%ED%9A%8C-%EC%88%AD%EC%8B%A4-%EB%B0%98%EB%8F%84%EC%B2%B4%EC%9D%98-%EB%82%A0-%EA%B0%9C%EC%B5%9C-%EC%95%88%EB%82%B4&keyword,혁신융합대학사업단,565
2025.09.04,N/A,봉사,[교목실] 2025학년도 해외선교봉사 (IMPACT 40기) 재모집 – 지원 기한 연장(2025.10.13.(월) 17:00까지),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%ED%95%99%EB%85%84%EB%8F%84-%ED%95%B4%EC%99%B8%EC%84%A0%EA%B5%90%EB%B4%89%EC%82%AC-impact-40%EA%B8%B0-%EC%9E%AC%EB%AA%A8%EC%A7%91-%EC%A7%80%EC%9B%90-%EA%B8%B0%ED%95%9C2025-9-24&keyword,학원선교팀,1125
2025.09.04,완료,채용,숭실대학교-서울성모병원 협력 연구의 박사후 연구원 (Post Doc.) 채용,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EC%84%9C%EC%9A%B8%EC%84%B1%EB%AA%A8%EB%B3%91%EC%9B%90-%ED%98%91%EB%A0%A5-%EC%97%B0%EA%B5%AC%EC%9D%98-%EB%B0%95%EC%82%AC%ED%9B%84-%EC%97%B0%EA%B5%AC&keyword,웹마스터,564
2025.09.04,진행,외국인유학생,[공지사항] 2025-2학기 외국인 유학생 한국어능력시험(TOPIK)성적증명서 제출 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD&keyword,국제팀,617
2025.09.04,N/A,기타,대학평의원회 조교평의원 추천 요청(재공고),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=%EB%8C%80%ED%95%99%ED%8F%89%EC%9D%98%EC%9B%90%ED%9A%8C-%EC%A1%B0%EA%B5%90%ED%8F%89%EC%9D%98%EC%9B%90-%EC%B6%94%EC%B2%9C-%EC%9A%94%EC%B2%AD%EC%9E%AC%EA%B3%B5%EA%B3%A0-2&keyword,기획팀,251
2025.09.04,완료,국제교류,2025학년도 2학기 SIC 영문 이력서 세미나 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-sic-%EC%98%81%EB%AC%B8-%EC%9D%B4%EB%A0%A5%EC%84%9C-%EC%84%B8%EB%AF%B8%EB%82%98-%EC%95%88%EB%82%B4&keyword,국제팀,395
2025.09.04,완료,장학,2025년 하반기 익산시 대학(원)생 학자금 이자지원 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%EB%85%84-%ED%95%98%EB%B0%98%EA%B8%B0-%EC%9D%B5%EC%82%B0%EC%8B%9C-%EB%8C%80%ED%95%99%EC%9B%90%EC%83%9D-%ED%95%99%EC%9E%90%EA%B8%88-%EC%9D%B4%EC%9E%90%EC%A7%80%EC%9B%90-%EC%8B%A0%EC%B2%AD&keyword,장학팀,214
2025.09.04,완료,장학,2025년도 국가유산진흥원  전통 기·예능 분야 및 매장유산 관련 분야 우수 장학생 선발 공고,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%EB%85%84%EB%8F%84-%EA%B5%AD%EA%B0%80%EC%9C%A0%EC%82%B0%EC%A7%84%ED%9D%A5%EC%9B%90-%EC%A0%84%ED%86%B5-%EA%B8%B0%C2%B7%EC%98%88%EB%8A%A5-%EB%B6%84%EC%95%BC-%EB%B0%8F-%EB%A7%A4%EC%9E%A5%EC%9C%A0&keyword,장학팀,329
2025.09.04,완료,장학,2025년도 하반기 달서인재육성장학재단 장학생 선발 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%EB%85%84%EB%8F%84-%ED%95%98%EB%B0%98%EA%B8%B0-%EB%8B%AC%EC%84%9C%EC%9D%B8%EC%9E%AC%EC%9C%A1%EC%84%B1%EC%9E%A5%ED%95%99%EC%9E%AC%EB%8B%A8-%EC%9E%A5%ED%95%99%EC%83%9D-%EC%84%A0%EB%B0%9C-%EC%95%88&keyword,장학팀,432
2025.09.04,완료,장학,2025년도 (재)포상시장학회 장학생 선발 및 추천 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%EB%85%84%EB%8F%84-%EC%9E%AC%ED%8F%AC%EC%83%81%EC%8B%9C%EC%9E%A5%ED%95%99%ED%9A%8C-%EC%9E%A5%ED%95%99%EC%83%9D-%EC%84%A0%EB%B0%9C-%EB%B0%8F-%EC%B6%94%EC%B2%9C-%EC%95%88%EB%82%B4&keyword,장학팀,326
2025.09.04,완료,장학,2025년도 (재)경주시장학회 장학생 선발 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%EB%85%84-%EC%9E%AC%EA%B2%BD%EC%A3%BC%EC%8B%9C%EC%9E%A5%ED%95%99%ED%9A%8C-%EC%9E%A5%ED%95%99%EC%83%9D-%EC%84%A0%EB%B0%9C-%EC%95%88%EB%82%B4&keyword,장학팀,218
2025.09.04,완료,장학,2025년도 제6기 경원장학재단 장학생 선발 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%EB%85%84%EB%8F%84-%EC%A0%9C6%EA%B8%B0-%EA%B2%BD%EC%9B%90%EC%9E%A5%ED%95%99%EC%9E%AC%EB%8B%A8-%EC%9E%A5%ED%95%99%EC%83%9D-%EC%84%A0%EB%B0%9C-%EC%95%88%EB%82%B4&keyword,장학팀,506
2025.09.03,완료,학사,2025학년도 2학기 온라인 강좌 정원 증원 안내(5차),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%98%A8%EB%9D%BC%EC%9D%B8-%EA%B0%95%EC%A2%8C-%EC%A0%95%EC%9B%90-%EC%A6%9D%EC%9B%90-%EC%95%88%EB%82%B45%EC%B0%A8&keyword,학사팀,10756
2025.09.03,진행,비교과·행사,[교수학습혁신센터]2025학년도 2학기 온라인 학습법 워크숍(챗GPT) 운영,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=14&slug=%EA%B5%90%EC%88%98%ED%95%99%EC%8A%B5%ED%98%81%EC%8B%A0%EC%84%BC%ED%84%B02025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%98%A8%EB%9D%BC%EC%9D%B8-%ED%95%99%EC%8A%B5%EB%B2%95-%EC%9B%8C%ED%81%AC&keyword,교수학습혁신센터,285
2025.09.03,진행,비교과·행사,[교수학습혁신센터] 2025학년도 2학기 온라인 학습법 워크숍(엑셀) 운영,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=%EA%B5%90%EC%88%98%ED%95%99%EC%8A%B5%ED%98%81%EC%8B%A0%EC%84%BC%ED%84%B0-2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%98%A8%EB%9D%BC%EC%9D%B8-%ED%95%99%EC%8A%B5%EB%B2%95-%EC%9B%8C&keyword,교수학습혁신센터,213
2025.09.03,N/A,채용,숭실대학교 대외협력실 홍보팀 계약직 직원 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EB%8C%80%EC%99%B8%ED%98%91%EB%A0%A5%EC%8B%A4-%ED%99%8D%EB%B3%B4%ED%8C%80-%EA%B3%84%EC%95%BD%EC%A7%81-%EC%A7%81%EC%9B%90-%EB%AA%A8%EC%A7%91-2&keyword,총무·인사팀,446
2025.09.03,완료,장학,★★★ 2025학년도 2학기 국가장학금 신청자 가구원 동의 안내 ★★★,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EA%B5%AD%EA%B0%80%EC%9E%A5%ED%95%99%EA%B8%88-%EC%8B%A0%EC%B2%AD%EC%9E%90-%EA%B0%80%EA%B5%AC%EC%9B%90-%EB%8F%99%EC%9D%98-%EC%95%88%EB%82%B4&keyword,장학팀,952
2025.09.02,완료,기타,2025-2학기 숭실대학교 실내체육관 대관 신청 안내(9월),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025-2%ED%95%99%EA%B8%B0-%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EC%8B%A4%EB%82%B4%EC%B2%B4%EC%9C%A1%EA%B4%80-%EB%8C%80%EA%B4%80-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B49%EC%9B%94&keyword,스포츠학부,294
2025.09.02,완료,학사,2025학년도 2학기 온라인 강좌 정원 증원 안내(4차),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%98%A8%EB%9D%BC%EC%9D%B8-%EA%B0%95%EC%A2%8C-%EC%A0%95%EC%9B%90-%EC%A6%9D%EC%9B%90-%EC%95%88%EB%82%B44%EC%B0%A8&keyword,학사팀,9323
2025.09.02,완료,채용,2025-2학기 생활관 관리운영팀 교육연구조교B 모집공고,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025-2%ED%95%99%EA%B8%B0-%EC%83%9D%ED%99%9C%EA%B4%80-%EA%B4%80%EB%A6%AC%EC%9A%B4%EC%98%81%ED%8C%80-%EA%B5%90%EC%9C%A1%EC%97%B0%EA%B5%AC%EC%A1%B0%EA%B5%90b-%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0-2&keyword,웹마스터,284
2025.09.02,완료,장학,2025학년도 2학기 고졸 후학습자 장학금(희망사다리 II유형) 신규장학생 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EA%B3%A0%EC%A1%B8-%ED%9B%84%ED%95%99%EC%8A%B5%EC%9E%90-%EC%9E%A5%ED%95%99%EA%B8%88%ED%9D%AC%EB%A7%9D%EC%82%AC%EB%8B%A4%EB%A6%AC-ii%EC%9C%A0&keyword,장학팀,422
2025.09.02,진행,학사,[학점 인정] 2025-2 사회봉사실천 교과목 1•2•3 수강,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=lms-%EB%B9%84%EC%A0%95%EA%B7%9C%EA%B3%BC%EC%A0%95-2025-2-%EC%82%AC%ED%9A%8C%EB%B4%89%EC%82%AC%EC%8B%A4%EC%B2%9C-%EA%B5%90%EA%B3%BC%EB%AA%A9-1%E2%80%A22%E2%80%A23-%EC%88%98%EA%B0%95-%EC%95%88&keyword,사회공헌팀,1002
2025.09.01,완료,학사,2025학년도 2학기 온라인 강좌 정원 증원 안내(3차),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%98%A8%EB%9D%BC%EC%9D%B8-%EA%B0%95%EC%A2%8C-%EC%A0%95%EC%9B%90-%EC%A6%9D%EC%9B%90-%EC%95%88%EB%82%B43%EC%B0%A8&keyword,학사팀,8809
2025.09.01,완료,장학,2025년 상반기분 통영시 대학생 학자금 이자 지원 공고,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025%EB%85%84-%EC%83%81%EB%B0%98%EA%B8%B0%EB%B6%84-%ED%86%B5%EC%98%81%EC%8B%9C-%EB%8C%80%ED%95%99%EC%83%9D-%ED%95%99%EC%9E%90%EA%B8%88-%EC%9D%B4%EC%9E%90-%EC%A7%80%EC%9B%90-%EA%B3%B5%EA%B3%A0-2&keyword,장학팀,201
2025.09.01,N/A,채용,숭실대학교 산학협력단 계약직 직원 채용 공고(연구관리),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EC%82%B0%ED%95%99%ED%98%91%EB%A0%A5%EB%8B%A8-%EA%B3%84%EC%95%BD%EC%A7%81-%EC%A7%81%EC%9B%90-%EC%B1%84%EC%9A%A9-%EA%B3%B5%EA%B3%A0%EC%97%B0%EA%B5%AC-27&keyword,경영지원팀,373
2025.09.01,N/A,채용,숭실대학교 산학협력단 계약직 직원 채용 공고(회계업무 지원),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=93406&keyword,경영지원팀,350
2025.09.01,진행,학사,2025학년도 2학기 유고결석 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%9C%A0%EA%B3%A0%EA%B2%B0%EC%84%9D-%EC%95%88%EB%82%B4&keyword,학생서비스팀,11146
2025.09.01,완료,기타,2025 학부교육실태조사(K-NSSE) 재학생 참여 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=2025-%ED%95%99%EB%B6%80%EA%B5%90%EC%9C%A1%EC%8B%A4%ED%83%9C%EC%A1%B0%EC%82%ACk-nsse-%EC%9E%AC%ED%95%99%EC%83%9D-%EC%B0%B8%EC%97%AC-%EC%95%88%EB%82%B4&keyword,교육성과연구팀,205
2025.09.01,완료,장학,두을장학재단 제28기 장학생 모집 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=15&slug=%EB%91%90%EC%9D%84%EC%9E%A5%ED%95%99%EC%9E%AC%EB%8B%A8-%EC%A0%9C28%EA%B8%B0-%EC%9E%A5%ED%95%99%EC%83%9D-%EB%AA%A8%EC%A7%91-%EC%95%88%EB%82%B4&keyword,장학팀,847
2025.09.01,완료,장학,2025년도 재단법인 수림재단 동교인재상 선발 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=2025%EB%85%84%EB%8F%84-%EC%9E%AC%EB%8B%A8%EB%B2%95%EC%9D%B8-%EC%88%98%EB%A6%BC%EC%9E%AC%EB%8B%A8-%EB%8F%99%EA%B5%90%EC%9D%B8%EC%9E%AC%EC%83%81-%EC%84%A0%EB%B0%9C-%EC%95%88%EB%82%B4&keyword,장학팀,655
2025.09.01,N/A,채용,2025년 숭실대학교 경영대학원 교학팀 계약직 직원 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=2025%EB%85%84-%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EA%B2%BD%EC%98%81%EB%8C%80%ED%95%99%EC%9B%90-%EA%B5%90%ED%95%99%ED%8C%80-%EA%B3%84%EC%95%BD%EC%A7%81-%EC%A7%81%EC%9B%90-%EB%AA%A8%EC%A7%91&keyword,총무·인사팀,442
2025.09.01,N/A,외국인유학생,[TOPIK] 서울글로벌 센터 [토픽 대비반 3기] 수강생 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=topik-%EC%84%9C%EC%9A%B8%EA%B8%80%EB%A1%9C%EB%B2%8C-%EC%84%BC%ED%84%B0-%ED%86%A0%ED%94%BD-%EB%8C%80%EB%B9%84%EB%B0%98-3%EA%B8%B0-%EC%88%98%EA%B0%95%EC%83%9D-%EB%AA%A8%EC%A7%91&keyword,국제팀,288
2025.09.01,N/A,채용,숭실대학교 교무처 전공설계지원팀 계약직 직원 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EA%B5%90%EB%AC%B4%EC%B2%98-%EC%A0%84%EA%B3%B5%EC%84%A4%EA%B3%84%EC%A7%80%EC%9B%90%ED%8C%80-%EA%B3%84%EC%95%BD%EC%A7%81-%EC%A7%81%EC%9B%90-%EB%AA%A8&keyword,총무·인사팀,312
2025.09.01,N/A,외국인유학생,[채용] HD 현대 채용 연계형 외국인 유학생 인턴 모집 (-9/8 15시 까지),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=%EC%B1%84%EC%9A%A9-hd-%ED%98%84%EB%8C%80-%EC%B1%84%EC%9A%A9-%EC%97%B0%EA%B3%84%ED%98%95-%EC%99%B8%EA%B5%AD%EC%9D%B8-%EC%9C%A0%ED%95%99%EC%83%9D-%EC%9D%B8%ED%84%B4-%EB%AA%A8%EC%A7%91-9-8-15&keyword,국제팀,283
2025.09.01,완료,장학,2025학년도 2학기 중소기업 취업연계 장학금(희망사다리 Ⅰ유형) 신규장학생 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85-%EC%B7%A8%EC%97%85%EC%97%B0%EA%B3%84-%EC%9E%A5%ED%95%99%EA%B8%88%ED%9D%AC%EB%A7%9D%EC%82%AC%EB%8B%A4%EB%A6%AC-2&keyword,장학팀,849
2025.09.01,완료,비교과·행사,[교수학습혁신센터]학습공동체(1기) 참여 팀 모집,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=%EA%B5%90%EC%88%98%ED%95%99%EC%8A%B5%ED%98%81%EC%8B%A0%EC%84%BC%ED%84%B0%ED%95%99%EC%8A%B5%EA%B3%B5%EB%8F%99%EC%B2%B41%EA%B8%B0-%EC%B0%B8%EC%97%AC-%ED%8C%80-%EB%AA%A8%EC%A7%91&keyword,교수학습혁신센터,343
2025.09.01,N/A,비교과·행사,"[중앙도서관] 도서관 리부트: 기초부터 심화까지, 도서관 활용법(참여 전원 기프티콘)",https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=%EC%A4%91%EC%95%99%EB%8F%84%EC%84%9C%EA%B4%80-%EB%8F%84%EC%84%9C%EA%B4%80-%EB%A6%AC%EB%B6%80%ED%8A%B8-%EA%B8%B0%EC%B4%88%EB%B6%80%ED%84%B0-%EC%8B%AC%ED%99%94%EA%B9%8C%EC%A7%80-%EB%8F%84%EC%84%9C&keyword,중앙도서관,346
2025.08.29,완료,학사,2025학년도 2학기 온라인 강좌 정원 증원 안내(2차),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%98%A8%EB%9D%BC%EC%9D%B8-%EA%B0%95%EC%A2%8C-%EC%A0%95%EC%9B%90-%EC%A6%9D%EC%9B%90-%EC%95%88%EB%82%B42%EC%B0%A8&keyword,학사팀,11050
2025.08.29,완료,채용,(모집기간 연장) 인문대학 교육연구조교 모집 (2025-2학기),https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=%EA%B8%B4%EA%B8%89-%EC%9D%B8%EB%AC%B8%EB%8C%80%ED%95%99-%EA%B5%90%EC%9C%A1%EC%97%B0%EA%B5%AC%EC%A1%B0%EA%B5%90-%EB%AA%A8%EC%A7%91-2025-2%ED%95%99%EA%B8%B0&keyword,인문대학,469
2025.08.29,완료,장학,2025년 2학기 통영시 대학생 등록금 전액 지원 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=2025%EB%85%84-2%ED%95%99%EA%B8%B0-%ED%86%B5%EC%98%81%EC%8B%9C-%EB%8C%80%ED%95%99%EC%83%9D-%EB%93%B1%EB%A1%9D%EA%B8%88-%EC%A0%84%EC%95%A1-%EC%A7%80%EC%9B%90-%EC%95%88%EB%82%B4&keyword,장학팀,366
2025.08.29,완료,기타,2025-2학기 숭실대학교 체력단련장 이용 신청 안내,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category&paged=16&slug=2025-2%ED%95%99%EA%B8%B0-%EC%88%AD%EC%8B%A4%EB%8C%80%ED%95%99%EA%B5%90-%EC%B2%B4%EB%A0%A5%EB%8B%A8%EB%A0%A8%EC%9E%A5-%EC%9D%B4%EC%9A%A9-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B4&keyword,스포츠학부,783
